Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,label,binary_label,source_file
80,859292,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,13530.90684,10.47373885,107411.5,292721.8474,831499,30,27116,13558.0,18543.16823,26670,446,859257,171851.4,368938.093,831499,66,0,0,0,0,72,132,3.491246282,6.982492564,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,1,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
50783,21,4,0,259,0,216,6,64.75,101.5197025,0,0,0.0,0.0,12300000.0,190476.1905,7.0,10.39230485,19,1,21,7.0,10.39230485,19,1,0,0.0,0.0,0,0,0,0,0,0,80,0,190476.1905,0.0,6,216,53.0,91.76055798,8420.0,0,0,0,0,1,0,0,0,0,66.25,64.75,0.0,80,0,0,0,0,0,0,4,259,0,0,38,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv
80,100074687,8,6,329,11595,329,0,41.125,116.3190655,5792,0,1932.5,2181.008184,119.1510097,0.139895516,7698052.846,27700000.0,100000000,2,100000000,14300000.0,37800000.0,100000000,2,40353,8070.6,12670.4914,29122,46,0,0,0,0,264,200,0.079940295,0.059955221,0,5792,794.9333333,1621.744584,2630055.495,0,0,0,0,1,0,0,0,0,851.7142857,41.125,1932.5,264,0,0,0,0,0,0,8,329,6,11595,274,235,1,32,993.0,0.0,993,993,100000000.0,0.0,100000000,100000000,DoS Hulk,1,Wednesday-workingHours.pcap_ISCX.csv
53,18316420,2,2,91,219,49,42,45.5,4.949747468,113,106,109.5,4.949747468,16.92470472,0.218383287,6105473.333,10500000.0,18200000,23599,18300000,18300000.0,0.0,18300000,18300000,18300000,18300000.0,0.0,18300000,18300000,0,0,0,0,40,52,0.109191643,0.109191643,42,113,71.8,34.62224718,1198.7,0,0,0,0,0,0,0,0,1,89.75,45.5,109.5,40,0,0,0,0,0,0,2,91,2,219,-1,-1,1,20,48129.0,0.0,48129,48129,18200000.0,0.0,18200000,18200000,BENIGN,0,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv
80,99568673,8,6,56,11607,20,0,7.0,5.656854249,5840,0,1934.5,2538.919278,117.1352359,0.140606474,7659128.692,23900000.0,86500000,3,98300000,14000000.0,32300000.0,86500000,53,1276052,255210.4,570054.6501,1274955,3,0,0,0,0,172,132,0.080346556,0.060259917,0,5840,777.9333333,1804.898987,3257660.352,0,0,0,0,1,0,0,0,0,833.5,7.0,1934.5,172,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,2426.0,0.0,2426,2426,49100000.0,52800000.0,86500000,11800000,DDoS,1,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
52911,240,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,12500.0,120.0,166.8772004,238,2,0,0.0,0.0,0,0,2,2.0,0.0,2,2,0,0,0,0,32,64,4166.666667,8333.333333,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,2,0,395,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Tuesday-WorkingHours.pcap_ISCX.csv
443,1759,4,0,37,0,37,0,9.25,18.5,0,0,0.0,0.0,21034.67879,2274.019329,586.3333333,510.8134036,942,1,1759,586.3333333,510.8134036,942,1,0,0.0,0.0,0,0,0,0,0,0,128,0,2274.019329,0.0,0,37,7.4,16.54690303,273.8,0,0,0,0,1,0,0,0,0,9.25,9.25,0.0,128,0,0,0,0,0,0,4,37,0,0,65296,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Tuesday-WorkingHours.pcap_ISCX.csv
80,83017345,6,8,390,11595,372,0,65.0,150.4273911,5792,0,1449.375,1895.881019,144.367421,0.168639457,6385949.615,23000000.0,82900000,4,82900000,16600000.0,37100000.0,82900000,4,83000000,11900000.0,31300000.0,82900000,46,0,0,0,0,164,264,0.072274053,0.096365404,0,5792,799.4,1524.068324,2322784.257,1,0,0,0,0,0,0,0,1,856.5,65.0,1449.375,164,0,0,0,0,0,0,6,390,8,11595,0,235,3,20,11015.0,0.0,11015,11015,82900000.0,0.0,82900000,82900000,DoS Hulk,1,Wednesday-workingHours.pcap_ISCX.csv
80,1184629,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,9814.887193,7.597315278,148078.625,415662.4383,1176773,3,7338,3669.0,5184.50692,7335,3,1184376,236875.2,525427.5975,1176773,16,0,0,0,0,72,132,2.532438426,5.064876852,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,1,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
52376,63,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,31746.03175,63.0,0.0,63,63,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,15873.01587,15873.01587,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,4969,37648,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv
1096,56,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,285714.2857,71428.57143,18.66666667,26.2741952,49,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,48,40,35714.28571,35714.28571,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
53,261,2,2,74,268,37,37,37.0,0.0,134,134,134.0,0.0,1310344.828,15325.6705,87.0,148.0911881,258,1,1,1.0,0.0,1,1,2,2.0,0.0,2,2,0,0,0,0,64,64,7662.835249,7662.835249,37,134,75.8,53.12908808,2822.7,0,0,0,0,0,0,0,0,1,94.75,37.0,134.0,64,0,0,0,0,0,0,2,74,2,268,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv
53,23371,1,1,51,67,51,51,51.0,0.0,67,67,67.0,0.0,5048.992341,85.57614137,23371.0,0.0,23371,23371,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,42.78807069,42.78807069,51,67,56.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,84.5,51.0,67.0,32,0,0,0,0,0,0,1,51,1,67,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Wednesday-workingHours.pcap_ISCX.csv
53,183,2,2,78,206,39,39,39.0,0.0,103,103,103.0,0.0,1551912.56830601,21857.9234972678,61.0,98.7319603776,175,3,5,5.0,0.0,5,5,3,3.0,0.0,3,3,0,0,0,0,52,40,10928.9617486339,10928.9617486339,39,103,64.6,35.0542436803,1228.8,0,0,0,0,0,0,0,0,1,80.75,39.0,103.0,52,0,0,0,0,0,0,2,78,2,206,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Monday-WorkingHours.pcap_ISCX.csv
80,85620039,9,6,371,11595,371,0,41.22222222,123.6666667,5792,0,1932.5,2181.008184,139.7570024,0.175192632,6115717.071,22800000.0,85500000,0,85500000,10700000.0,30200000.0,85500000,0,146396,29279.2,57760.04399,132035,45,0,0,0,0,296,200,0.105115579,0.070077053,0,5792,747.875,1578.604653,2491992.65,0,0,0,0,1,0,0,0,0,797.7333333,41.22222222,1932.5,296,0,0,0,0,0,0,9,371,6,11595,251,235,1,32,1014.0,0.0,1014,1014,85500000.0,0.0,85500000,85500000,DoS Hulk,1,Wednesday-workingHours.pcap_ISCX.csv
443,10446933,3,3,18,31,6,6,6.0,0.0,31,0,10.33333333,17.89785834,4.690371806,0.574331242,2089386.6,4428344.824,10000000,194,10400000,5223466.5,6838042.893,10100000,388240,10400000,5197767.0,6874111.703,10100000,337036,0,0,0,0,60,84,0.287165621,0.287165621,0,31,7.857142857,10.58975246,112.1428571,0,0,0,0,1,0,0,0,1,9.166666667,6.0,10.33333333,60,0,0,0,0,0,0,3,18,3,31,253,125,2,20,51205.0,0.0,51205,51205,10000000.0,0.0,10000000,10000000,BENIGN,0,Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
53,23523,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,6801.853505,170.0463376,7841.0,13575.81423,23517,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,85.02316881,85.02316881,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,40,0,0,0,0,0,0,2,64,2,96,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv
443,15073199,3,0,37,0,37,0,12.33333333,21.36195996,0,0,0.0,0.0,2.454687953,0.199028753,7536599.5,10700000.0,15100000,39,15100000,7536599.5,10700000.0,15100000,39,0,0.0,0.0,0,0,0,0,0,0,96,0,0.199028753,0.0,0,37,9.25,18.5,342.25,0,0,0,0,1,0,0,0,0,12.33333333,12.33333333,0.0,96,0,0,0,0,0,0,3,37,0,0,65535,-1,1,32,0.0,0.0,0,0,15100000.0,0.0,15100000,15100000,BENIGN,0,Friday-WorkingHours-Morning.pcap_ISCX.csv
37342,10,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,200000.0,10.0,0.0,10,10,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,100000.0,100000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,1,0,1024,241,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Tuesday-WorkingHours.pcap_ISCX.csv
80,86879403,8,6,56,11601,20,0,7.0,5.656854249,4380,0,1933.5,1757.789948,134.1744947,0.161142912,6683031.0,22700000.0,82300000,3,85800000,12300000.0,30900000.0,82300000,3,1099779,219955.8,481347.6849,1080897,16,0,0,0,0,172,132,0.092081664,0.069061248,0,4380,777.5333333,1434.571657,2057995.838,0,0,0,0,1,0,0,0,0,833.0714286,7.0,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,3456920.0,0.0,3456920,3456920,82300000.0,0.0,82300000,82300000,DDoS,1,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
443,4777634,5,1,135,46,46,6,27.0,20.1246118,46,46,46.0,0.0,37.884861,1.255851746,955526.8,2005599.72,4540426,4,4777634,1194408.5,2233356.967,4540426,4,0,0.0,0.0,0,0,1,0,0,0,100,20,1.046543122,0.209308624,6,46,32.42857143,18.86670032,355.952381,0,1,0,0,1,0,0,0,0,37.83333333,27.0,46.0,100,0,0,0,0,0,0,5,135,1,46,2044,42,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
53,91281,2,2,90,312,45,45,45.0,0.0,156,156,156.0,0.0,4403.9833043021,43.820729396,30427.0,52695.9137694755,91275,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,64,21.910364698,21.910364698,45,156,89.4,60.7972038831,3696.3,0,0,0,0,0,0,0,0,1,111.75,45.0,156.0,40,0,0,0,0,0,0,2,90,2,312,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Monday-WorkingHours.pcap_ISCX.csv
53,258,2,2,74,590,37,37,37.0,0.0,295,295,295.0,0.0,2573643.411,15503.87597,86.0,142.0281662,250,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,40,40,7751.937984,7751.937984,37,295,140.2,141.3124198,19969.2,0,0,0,0,0,0,0,0,1,175.25,37.0,295.0,40,0,0,0,0,0,0,2,74,2,590,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Tuesday-WorkingHours.pcap_ISCX.csv
53,30801,2,2,104,244,52,52,52.0,0.0,122,122,122.0,0.0,11298.33447,129.8659134,10267.0,17779.50157,30797,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,40,64.93295672,64.93295672,52,122,80.0,38.34057903,1470.0,0,0,0,0,0,0,0,0,1,100.0,52.0,122.0,64,0,0,0,0,0,0,2,104,2,244,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv
80,24303,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,82.29436695,24303.0,0.0,24303,24303,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,41.14718348,41.14718348,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,256,939,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Wednesday-workingHours.pcap_ISCX.csv
53,146,2,2,76,132,38,38,38.0,0.0,66,66,66.0,0.0,1424657.534,27397.26027,48.66666667,78.23255929,139,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,13698.63014,13698.63014,38,66,49.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,61.5,38.0,66.0,64,0,0,0,0,0,0,2,76,2,132,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Tuesday-WorkingHours.pcap_ISCX.csv
80,5604166,3,1,12,0,6,0,4.0,3.464101615,0,0,0.0,0.0,2.141264195,0.713754732,1868055.333,3215384.766,5580838,138,5604166,2802083.0,3929753.008,5580838,23328,0,0.0,0.0,0,0,0,0,0,0,72,32,0.535316049,0.178438683,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,72,0,0,0,0,0,0,3,12,1,0,8192,29200,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv
443,2251963,9,11,689,5258,269,0,76.5555555556,113.9672223834,1797,0,478.0,717.4928571073,2640.8071535811,8.8811405871,118524.368421053,285460.33623006,1047687,1,2198770,274846.25,401191.856138948,1047687,47,2201235,220123.5,412636.750835742,1138242,1,0,0,0,0,300,360,3.9965132642,4.8846273229,0,1797,283.1904761905,553.7962277813,306690.261904762,0,0,0,1,0,0,0,0,1,297.35,76.5555555556,478.0,300,0,0,0,0,0,0,9,689,11,5258,65535,114,4,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Monday-WorkingHours.pcap_ISCX.csv
52411,19,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,631578.9474,105263.1579,19.0,0.0,19,19,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,52631.57895,52631.57895,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,307,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
443,215062,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,55.79786294,9.299643824,215062.0,0.0,215062,215062,215062,215062.0,0.0,215062,215062,0,0.0,0.0,0,0,0,0,0,0,40,0,9.299643824,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,258,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv
443,60186265,8,4,1359,1620,645,0,169.875,294.2183045194,757,37,405.0,406.6644808684,49.4963427287,0.1993810382,5471478.63636364,18085061.1354688,59999940,1,60186265,8598037.85714286,22666150.4470492,60000005,1,60111033,20037011.0,34609031.5685399,60000027,3,1,0,0,0,256,128,0.1329206921,0.0664603461,0,757,234.4615384615,326.4916066774,106596.769230769,0,1,0,0,1,0,0,0,0,254.0,169.875,405.0,256,0,0,0,0,0,0,8,1359,4,1620,134,144,2,32,75257.0,0.0,75257,75257,59999940.0,0.0,59999940,59999940,BENIGN,0,Monday-WorkingHours.pcap_ISCX.csv
52240,230,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,52173.9130434783,8695.6521739131,230.0,0.0,230,230,230,230.0,0.0,230,230,0,0.0,0.0,0,0,0,0,0,0,40,0,8695.6521739131,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,32,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Monday-WorkingHours.pcap_ISCX.csv
80,424209,10,13,1163,14749,1163,0,116.3,367.7728919,1717,0,1134.538462,650.968332,37509.81238,54.21855736,19282.22727,41413.85902,105628,4,319776,35530.66667,52895.78435,107362,206,318581,26548.41667,47326.98117,105684,5,0,0,0,0,328,424,23.57328581,30.64527155,0,1717,663.0,740.779202,548753.8261,0,0,0,1,0,0,0,0,1,691.826087,116.3,1134.538462,328,0,0,0,0,0,0,10,1163,13,14749,29200,5543,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Friday-WorkingHours-Morning.pcap_ISCX.csv
53,208,2,2,88,188,44,44,44.0,0.0,94,94,94.0,0.0,1326923.077,19230.76923,69.33333333,76.27144507,154,6,6,6.0,0.0,6,6,48,48.0,0.0,48,48,0,0,0,0,64,64,9615.384615,9615.384615,44,94,64.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,80.0,44.0,94.0,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Friday-WorkingHours-Morning.pcap_ISCX.csv
53,99120063,2,2,100,368,52,48,50.0,2.828427125,260,108,184.0,107.4802307,4.721546636,0.040355099,33000000.0,57200000.0,99100000,522,99100000,99100000.0,0.0,99100000,99100000,99100000,99100000.0,0.0,99100000,99100000,0,0,0,0,52,40,0.02017755,0.02017755,48,260,103.2,91.27540742,8331.2,0,0,0,0,0,0,0,0,1,129.0,50.0,184.0,52,0,0,0,0,0,0,2,100,2,368,-1,-1,1,20,30414.0,0.0,30414,30414,99100000.0,0.0,99100000,99100000,BENIGN,0,Wednesday-workingHours.pcap_ISCX.csv
53,47548,2,2,80,200,40,40,40.0,0.0,100,100,100.0,0.0,5888.786069,84.12551527,15849.33333,27446.65445,47542,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,42.06275763,42.06275763,40,100,64.0,32.86335345,1080.0,0,0,0,0,0,0,0,0,1,80.0,40.0,100.0,40,0,0,0,0,0,0,2,80,2,200,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv
49666,32107138,17,14,5080,2174,1645,0,298.8235294,518.4630213,348,0,155.2857143,127.2438172,225.9310687,0.965517387,1070237.933,5824983.793,31900000,1,32100000,2006696.125,7974608.441,31900000,1,2287,175.9230769,157.979145,453,48,0,0,0,0,364,304,0.529477277,0.43604011,0,1645,226.6875,390.3087643,152340.9315,0,0,0,1,0,0,0,0,0,234.0,298.8235294,155.2857143,364,0,0,0,0,0,0,17,5080,14,2174,8192,2049,15,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Wednesday-workingHours.pcap_ISCX.csv
53,105715,2,2,74,232,37,37,37.0,0.0,116,116,116.0,0.0,2894.575037,37.83758218,35238.33333,60993.01882,105667,1,1,1.0,0.0,1,1,47,47.0,0.0,47,47,0,0,0,0,64,40,18.91879109,18.91879109,37,116,68.6,43.27008204,1872.3,0,0,0,0,0,0,0,0,1,85.75,37.0,116.0,64,0,0,0,0,0,0,2,74,2,232,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv
443,116575762,593,1380,1346,2787417,747,0,2.269814503,37.34890347,4344,0,2019.867391,790.9746408,23922.32272,16.92461594,59115.49797,754131.8597,10000000,-1,117000000,196918.5169,1371521.687,10100000,2,112000000,80903.69108,894017.2392,10100000,1,0,0,0,0,19740,44168,5.086820706,11.83779524,0,4344,1412.747214,1137.74641,1294466.895,0,0,0,1,0,0,0,0,2,1413.463254,2.269814503,2019.867391,19740,0,0,0,0,0,0,593,1346,1380,2787417,29200,62,4,32,128977.0909,320513.292,1095361,32185,10000000.0,8757.097514,10000000,9987271,BENIGN,0,Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv
53,23953,2,2,68,482,34,34,34.0,0.0,241,241,241.0,0.0,22961.6332,166.993696,7984.333333,13822.34279,23945,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,40,40,83.49684799,83.49684799,34,241,116.8,113.3785694,12854.7,0,0,0,0,0,0,0,0,1,146.0,34.0,241.0,40,0,0,0,0,0,0,2,68,2,482,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Tuesday-WorkingHours.pcap_ISCX.csv
80,100448753,5,7,304,11595,292,0,60.8,129.2795421,4344,0,1656.428571,1947.638216,118.4584143,0.119463902,9131704.818,30200000.0,100000000,48,100000000,25100000.0,50100000.0,100000000,48,100000000,16700000.0,40900000.0,100000000,62,0,0,0,0,144,232,0.049776626,0.069687276,0,4344,915.7692308,1611.138218,2595766.359,1,0,0,0,0,0,0,0,1,992.0833333,60.8,1656.428571,144,0,0,0,0,0,0,5,304,7,11595,0,235,2,20,9996.0,0.0,9996,9996,100000000.0,0.0,100000000,100000000,DoS Hulk,1,Wednesday-workingHours.pcap_ISCX.csv
80,99629619,6,7,392,11595,374,0,65.33333333,151.2437327,5792,0,1656.428571,2120.732252,120.3156262,0.130483285,8302468.25,28700000.0,99600000,3,99600000,19900000.0,44500000.0,99600000,3,99600000,16600000.0,40600000.0,99600000,9,0,0,0,0,164,232,0.060223055,0.070260231,0,5792,856.6428571,1665.431873,2773663.324,1,0,0,0,0,0,0,0,1,922.5384615,65.33333333,1656.428571,164,0,0,0,0,0,0,6,392,7,11595,0,235,3,20,10991.0,0.0,10991,10991,99600000.0,0.0,99600000,99600000,DoS Hulk,1,Wednesday-workingHours.pcap_ISCX.csv
53,71770,1,1,45,200,45,45,45.0,0.0,200,200,200.0,0.0,3413.682597,27.86679671,71770.0,0.0,71770,71770,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,13.93339836,13.93339836,45,200,96.66666667,89.48929172,8008.333333,0,0,0,0,0,0,0,0,1,145.0,45.0,200.0,20,0,0,0,0,0,0,1,45,1,200,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Wednesday-workingHours.pcap_ISCX.csv
80,70904,4,5,303,815,215,0,75.75,101.6804635,815,0,163.0,364.4790803,15767.79871,126.93219,8863.0,15621.42532,34328,1,35824,11941.33333,19460.32673,34399,46,36576,9144.0,17566.82906,35483,1,0,0,0,0,140,168,56.41430667,70.51788334,0,815,111.8,256.7319398,65911.28889,0,0,0,1,0,0,0,0,1,124.2222222,75.75,163.0,140,0,0,0,0,0,0,4,303,5,815,65535,285,2,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Friday-WorkingHours-Morning.pcap_ISCX.csv
53,23564,1,1,47,79,47,47,47.0,0.0,79,79,79.0,0.0,5347.139705,84.87523341,23564.0,0.0,23564,23564,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,42.4376167,42.4376167,47,79,57.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,86.5,47.0,79.0,32,0,0,0,0,0,0,1,47,1,79,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Wednesday-workingHours.pcap_ISCX.csv
80,91276,3,4,433,2279,427,0,144.3333333,244.8148961,2267,0,569.75,1131.503535,29712.08204,76.69047723,15212.66667,16537.58642,32775,4,57541,28770.5,5698.57355,32800,24741,58584,19528.0,32995.5374,57624,4,0,0,0,0,72,92,32.86734739,43.82312985,0,2267,339.0,793.0373798,628908.2857,0,0,0,1,0,0,0,0,1,387.4285714,144.3333333,569.75,72,0,0,0,0,0,0,3,433,4,2279,8192,237,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Wednesday-workingHours.pcap_ISCX.csv
80,24856,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,482.7808175,80.46346958,24856.0,0.0,24856,24856,24856,24856.0,0.0,24856,24856,0,0.0,0.0,0,0,0,0,0,0,40,0,80.46346958,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,253,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Wednesday-workingHours.pcap_ISCX.csv
53,477,1,1,41,57,41,41,41.0,0.0,57,57,57.0,0.0,205450.7338,4192.872117,477.0,0.0,477,477,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,2096.436059,2096.436059,41,57,46.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,69.5,41.0,57.0,32,0,0,0,0,0,0,1,41,1,57,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,0,Tuesday-WorkingHours.pcap_ISCX.csv
