example_id,base_context_id,task_type,ids_label,confidence_band,provenance_type,review_status,reviewer_decision,reviewer_notes
trustsecai-gold-v0-00264,ctx-ddos-mitigation_focus-f783c3a7,threat_hunting_followup,DDoS,high,direct,candidate_unreviewed,,
trustsecai-gold-v0-00416,ctx-ftp_patator-vulnerability_focus-afc99fd0,soc_incident_assessment,FTP-Patator,unavailable,mixed_direct_and_inferred,candidate_unreviewed,,
trustsecai-gold-v0-00742,ctx-web_attack_sql_injection-alternate_entities-59e83f71,attack_mapping,Web Attack - Sql Injection,unavailable,direct,candidate_unreviewed,,
trustsecai-gold-v0-00294,ctx-ddos-mitigation_focus-d97b40db,executive_summary,DDoS,high,direct,candidate_unreviewed,,
trustsecai-gold-v0-00376,ctx-ftp_patator-mitigation_focus-b851d1b8,threat_hunting_followup,FTP-Patator,unavailable,mixed_direct_and_inferred,candidate_unreviewed,,
trustsecai-gold-v0-00717,ctx-web_attack_sql_injection-usage_context-7d91e617,executive_summary,Web Attack - Sql Injection,unavailable,direct,candidate_unreviewed,,
trustsecai-gold-v0-00426,ctx-ftp_patator-detection_focus-e7c207b7,vulnerability_context,FTP-Patator,unavailable,mixed_direct_and_inferred,candidate_unreviewed,,
trustsecai-gold-v0-00447,ctx-ftp_patator-alternate_entities-2c649af2,mitigation_detection,FTP-Patator,unavailable,mixed_direct_and_inferred,candidate_unreviewed,,
trustsecai-gold-v0-00206,ctx-ddos-sparse-7bb2b39d,uncertainty_evidence_gap,DDoS,high,direct,candidate_unreviewed,,
trustsecai-gold-v0-00246,ctx-ddos-mitigation_focus-09741b10,threat_hunting_followup,DDoS,high,direct,candidate_unreviewed,,
trustsecai-gold-v0-00481,ctx-portscan-focused-903cda7f,soc_incident_assessment,PortScan,unavailable,mixed_direct_and_inferred,candidate_unreviewed,,
trustsecai-gold-v0-00420,ctx-ftp_patator-vulnerability_focus-afc99fd0,uncertainty_evidence_gap,FTP-Patator,unavailable,mixed_direct_and_inferred,candidate_unreviewed,,
trustsecai-gold-v0-00130,ctx-ddos-full-feb846f2,soc_incident_assessment,DDoS,high,direct,candidate_unreviewed,,
trustsecai-gold-v0-00218,ctx-ddos-sparse-7bb2b39d,soc_incident_assessment,DDoS,high,direct,candidate_unreviewed,,
trustsecai-gold-v0-00227,ctx-ddos-sparse-16f845ec,soc_incident_assessment,DDoS,high,direct,candidate_unreviewed,,
trustsecai-gold-v0-00470,ctx-portscan-full-a8b0f72f,soc_incident_assessment,PortScan,unavailable,mixed_direct_and_inferred,candidate_unreviewed,,
trustsecai-gold-v0-00630,ctx-web_attack_sql_injection-full-a865e1f0,multi_turn_analyst_interaction,Web Attack - Sql Injection,unavailable,direct,candidate_unreviewed,,
trustsecai-gold-v0-00748,ctx-web_attack_sql_injection-alternate_entities-59e83f71,vulnerability_context,Web Attack - Sql Injection,unavailable,direct,candidate_unreviewed,,
trustsecai-gold-v0-00584,ctx-portscan-detection_focus-c16e5309,mitigation_detection,PortScan,unavailable,mixed_direct_and_inferred,candidate_unreviewed,,
trustsecai-gold-v0-00579,ctx-portscan-vulnerability_focus-016f5d0b,multi_turn_analyst_interaction,PortScan,unavailable,mixed_direct_and_inferred,candidate_unreviewed,,
trustsecai-gold-v0-00213,ctx-ddos-sparse-7bb2b39d,multi_turn_analyst_interaction,DDoS,high,direct,candidate_unreviewed,,
trustsecai-gold-v0-00620,ctx-portscan-alternate_entities-11f5a4de,vulnerability_context,PortScan,unavailable,mixed_direct_and_inferred,candidate_unreviewed,,
trustsecai-gold-v0-00322,ctx-ftp_patator-focused-0b5b9c0a,attack_mapping,FTP-Patator,unavailable,mixed_direct_and_inferred,candidate_unreviewed,,
trustsecai-gold-v0-00432,ctx-ftp_patator-detection_focus-e7c207b7,mitigation_detection,FTP-Patator,unavailable,mixed_direct_and_inferred,candidate_unreviewed,,
trustsecai-gold-v0-00597,ctx-portscan-detection_focus-c16e5309,executive_summary,PortScan,unavailable,mixed_direct_and_inferred,candidate_unreviewed,,
trustsecai-gold-v0-00058,ctx-bot-mitigation_focus-8e263beb,attack_mapping,Bot,unavailable,direct,candidate_unreviewed,,
trustsecai-gold-v0-00042,ctx-bot-mitigation_focus-8e263beb,soc_incident_assessment,Bot,unavailable,direct,candidate_unreviewed,,
trustsecai-gold-v0-00440,ctx-ftp_patator-detection_focus-e7c207b7,threat_hunting_followup,FTP-Patator,unavailable,mixed_direct_and_inferred,candidate_unreviewed,,
trustsecai-gold-v0-00359,ctx-ftp_patator-sparse-48e39ae3,mitigation_detection,FTP-Patator,unavailable,mixed_direct_and_inferred,candidate_unreviewed,,
trustsecai-gold-v0-00398,ctx-ftp_patator-usage_context-94786fa5,mitigation_detection,FTP-Patator,unavailable,mixed_direct_and_inferred,candidate_unreviewed,,
trustsecai-gold-v0-00146,ctx-ddos-full-94d43359,threat_hunting_followup,DDoS,high,direct,candidate_unreviewed,,
trustsecai-gold-v0-00668,ctx-web_attack_sql_injection-sparse-66b6a069,attack_mapping,Web Attack - Sql Injection,unavailable,direct,candidate_unreviewed,,
trustsecai-gold-v0-00013,ctx-bot-full-9ad6c351,soc_incident_assessment,Bot,unavailable,direct,candidate_unreviewed,,
trustsecai-gold-v0-00015,ctx-bot-full-9ad6c351,soc_incident_assessment,Bot,unavailable,direct,candidate_unreviewed,,
trustsecai-gold-v0-00512,ctx-portscan-sparse-a53a478c,executive_summary,PortScan,unavailable,mixed_direct_and_inferred,candidate_unreviewed,,
trustsecai-gold-v0-00190,ctx-ddos-sparse-650daece,uncertainty_evidence_gap,DDoS,high,direct,candidate_unreviewed,,
trustsecai-gold-v0-00455,ctx-ftp_patator-alternate_entities-2c649af2,attack_mapping,FTP-Patator,unavailable,mixed_direct_and_inferred,candidate_unreviewed,,
trustsecai-gold-v0-00274,ctx-ddos-mitigation_focus-f783c3a7,uncertainty_evidence_gap,DDoS,high,direct,candidate_unreviewed,,
trustsecai-gold-v0-00299,ctx-ddos-mitigation_focus-d97b40db,mitigation_detection,DDoS,high,direct,candidate_unreviewed,,
trustsecai-gold-v0-00020,ctx-bot-full-9ad6c351,soc_incident_assessment,Bot,unavailable,direct,candidate_unreviewed,,
trustsecai-gold-v0-00233,ctx-ddos-sparse-16f845ec,attack_mapping,DDoS,high,direct,candidate_unreviewed,,
trustsecai-gold-v0-00207,ctx-ddos-sparse-7bb2b39d,soc_incident_assessment,DDoS,high,direct,candidate_unreviewed,,
trustsecai-gold-v0-00164,ctx-ddos-full-ecb49bb9,vulnerability_context,DDoS,high,direct,candidate_unreviewed,,
trustsecai-gold-v0-00009,ctx-bot-full-9ad6c351,attack_mapping,Bot,unavailable,direct,candidate_unreviewed,,
trustsecai-gold-v0-00392,ctx-ftp_patator-usage_context-94786fa5,vulnerability_context,FTP-Patator,unavailable,mixed_direct_and_inferred,candidate_unreviewed,,
trustsecai-gold-v0-00477,ctx-portscan-full-a8b0f72f,multi_turn_analyst_interaction,PortScan,unavailable,mixed_direct_and_inferred,candidate_unreviewed,,
trustsecai-gold-v0-00644,ctx-web_attack_sql_injection-focused-5c30810f,multi_turn_analyst_interaction,Web Attack - Sql Injection,unavailable,direct,candidate_unreviewed,,
trustsecai-gold-v0-00700,ctx-web_attack_sql_injection-mitigation_focus-4d7daad7,executive_summary,Web Attack - Sql Injection,unavailable,direct,candidate_unreviewed,,
trustsecai-gold-v0-00592,ctx-portscan-detection_focus-c16e5309,threat_hunting_followup,PortScan,unavailable,mixed_direct_and_inferred,candidate_unreviewed,,
trustsecai-gold-v0-00692,ctx-web_attack_sql_injection-mitigation_focus-4d7daad7,uncertainty_evidence_gap,Web Attack - Sql Injection,unavailable,direct,candidate_unreviewed,,
trustsecai-gold-v0-00758,ctx-web_attack_sql_injection-alternate_entities-59e83f71,soc_incident_assessment,Web Attack - Sql Injection,unavailable,direct,candidate_unreviewed,,
trustsecai-gold-v0-00110,ctx-bot-alternate_entities-ca61c22b,executive_summary,Bot,unavailable,direct,candidate_unreviewed,,
trustsecai-gold-v0-00390,ctx-ftp_patator-usage_context-94786fa5,executive_summary,FTP-Patator,unavailable,mixed_direct_and_inferred,candidate_unreviewed,,
trustsecai-gold-v0-00038,ctx-bot-sparse-307bb0c4,vulnerability_context,Bot,unavailable,direct,candidate_unreviewed,,
trustsecai-gold-v0-00759,ctx-web_attack_sql_injection-alternate_entities-59e83f71,multi_turn_analyst_interaction,Web Attack - Sql Injection,unavailable,direct,candidate_unreviewed,,
trustsecai-gold-v0-00452,ctx-ftp_patator-alternate_entities-2c649af2,soc_incident_assessment,FTP-Patator,unavailable,mixed_direct_and_inferred,candidate_unreviewed,,
trustsecai-gold-v0-00004,ctx-bot-full-9ad6c351,soc_incident_assessment,Bot,unavailable,direct,candidate_unreviewed,,
trustsecai-gold-v0-00474,ctx-portscan-full-a8b0f72f,uncertainty_evidence_gap,PortScan,unavailable,mixed_direct_and_inferred,candidate_unreviewed,,
trustsecai-gold-v0-00226,ctx-ddos-sparse-16f845ec,executive_summary,DDoS,high,direct,candidate_unreviewed,,
trustsecai-gold-v0-00448,ctx-ftp_patator-alternate_entities-2c649af2,vulnerability_context,FTP-Patator,unavailable,mixed_direct_and_inferred,candidate_unreviewed,,
trustsecai-gold-v0-00515,ctx-portscan-sparse-a53a478c,executive_summary,PortScan,unavailable,mixed_direct_and_inferred,candidate_unreviewed,,
trustsecai-gold-v0-00589,ctx-portscan-detection_focus-c16e5309,soc_incident_assessment,PortScan,unavailable,mixed_direct_and_inferred,candidate_unreviewed,,
trustsecai-gold-v0-00066,ctx-bot-usage_context-b6fb02bd,executive_summary,Bot,unavailable,direct,candidate_unreviewed,,
trustsecai-gold-v0-00044,ctx-bot-mitigation_focus-8e263beb,mitigation_detection,Bot,unavailable,direct,candidate_unreviewed,,
trustsecai-gold-v0-00024,ctx-bot-sparse-307bb0c4,soc_incident_assessment,Bot,unavailable,direct,candidate_unreviewed,,
trustsecai-gold-v0-00517,ctx-portscan-sparse-a53a478c,mitigation_detection,PortScan,unavailable,mixed_direct_and_inferred,candidate_unreviewed,,
trustsecai-gold-v0-00731,ctx-web_attack_sql_injection-detection_focus-ffd88778,vulnerability_context,Web Attack - Sql Injection,unavailable,direct,candidate_unreviewed,,
trustsecai-gold-v0-00101,ctx-bot-alternate_entities-ca61c22b,executive_summary,Bot,unavailable,direct,candidate_unreviewed,,
trustsecai-gold-v0-00453,ctx-ftp_patator-alternate_entities-2c649af2,vulnerability_context,FTP-Patator,unavailable,mixed_direct_and_inferred,candidate_unreviewed,,
