example_id,base_context_id,sample_id,ids_label,model_prediction,model_confidence,confidence_band,task_type,difficulty,provenance_type,has_real_shap,has_cve,source_file,review_status,reviewer_decision,reviewer_notes
trustsecai-gold-v1-00228,evx-portscan-332419,332419,PortScan,ATTACK,0.9990082383155823,high,vulnerability_context,expert,mixed_direct_and_inferred,True,True,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00230,evx-portscan-332419,332419,PortScan,ATTACK,0.9990082383155823,high,multi_turn_analyst_interaction,medium,mixed_direct_and_inferred,True,True,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00245,evx-portscan-336318,336318,PortScan,ATTACK,0.9986405968666077,high,vulnerability_context,easy,mixed_direct_and_inferred,True,True,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00259,evx-portscan-340424,340424,PortScan,ATTACK,0.9936182498931885,high,mitigation_detection,hard,mixed_direct_and_inferred,True,True,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00272,evx-portscan-343456,343456,PortScan,ATTACK,0.998296320438385,high,uncertainty_evidence_gap,expert,mixed_direct_and_inferred,True,True,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00350,evx-portscan-405688,405688,PortScan,ATTACK,0.9960756897926331,high,threat_hunting_followup,medium,mixed_direct_and_inferred,True,True,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00346,evx-portscan-405688,405688,PortScan,ATTACK,0.9960756897926331,high,multi_turn_analyst_interaction,medium,mixed_direct_and_inferred,True,True,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00261,evx-portscan-341280,341280,PortScan,ATTACK,0.9887872338294983,high,multi_turn_analyst_interaction,easy,mixed_direct_and_inferred,True,True,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00338,evx-portscan-386272,386272,PortScan,ATTACK,0.9999909400939941,high,vulnerability_context,medium,mixed_direct_and_inferred,True,True,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00275,evx-portscan-353325,353325,PortScan,ATTACK,0.999977707862854,high,executive_summary,hard,mixed_direct_and_inferred,True,True,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00324,evx-portscan-377326,377326,PortScan,ATTACK,0.9999825954437256,high,mitigation_detection,expert,mixed_direct_and_inferred,True,True,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00277,evx-portscan-353325,353325,PortScan,ATTACK,0.999977707862854,high,threat_hunting_followup,easy,mixed_direct_and_inferred,True,True,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00278,evx-portscan-353325,353325,PortScan,ATTACK,0.999977707862854,high,soc_incident_assessment,medium,mixed_direct_and_inferred,True,True,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00299,evx-portscan-364985,364985,PortScan,ATTACK,0.9999970197677612,high,attack_mapping,hard,mixed_direct_and_inferred,True,True,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00296,evx-portscan-364985,364985,PortScan,ATTACK,0.9999970197677612,high,soc_incident_assessment,expert,mixed_direct_and_inferred,True,True,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00317,evx-portscan-370983,370983,PortScan,ATTACK,0.9999938011169434,high,mitigation_detection,easy,mixed_direct_and_inferred,True,True,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00313,evx-portscan-368127,368127,PortScan,ATTACK,0.9999951124191284,high,multi_turn_analyst_interaction,easy,mixed_direct_and_inferred,True,True,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00286,evx-portscan-353774,353774,PortScan,ATTACK,0.9999932050704956,high,uncertainty_evidence_gap,medium,mixed_direct_and_inferred,True,True,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00331,evx-portscan-383106,383106,PortScan,ATTACK,0.9999955892562866,high,threat_hunting_followup,hard,mixed_direct_and_inferred,True,True,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00320,evx-portscan-370983,370983,PortScan,ATTACK,0.9999938011169434,high,uncertainty_evidence_gap,expert,mixed_direct_and_inferred,True,True,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00314,evx-portscan-368127,368127,PortScan,ATTACK,0.9999951124191284,high,mitigation_detection,medium,mixed_direct_and_inferred,True,True,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00291,evx-portscan-359180,359180,PortScan,ATTACK,0.9999939203262329,high,multi_turn_analyst_interaction,hard,mixed_direct_and_inferred,True,True,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00292,evx-portscan-359180,359180,PortScan,ATTACK,0.9999939203262329,high,executive_summary,expert,mixed_direct_and_inferred,True,True,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00325,evx-portscan-377326,377326,PortScan,ATTACK,0.9999825954437256,high,soc_incident_assessment,easy,mixed_direct_and_inferred,True,True,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00323,evx-portscan-377326,377326,PortScan,ATTACK,0.9999825954437256,high,uncertainty_evidence_gap,hard,mixed_direct_and_inferred,True,True,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00298,evx-portscan-364985,364985,PortScan,ATTACK,0.9999970197677612,high,multi_turn_analyst_interaction,medium,mixed_direct_and_inferred,True,True,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00308,evx-portscan-365332,365332,PortScan,ATTACK,0.9999974966049194,high,vulnerability_context,expert,mixed_direct_and_inferred,True,True,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00302,evx-portscan-365332,365332,PortScan,ATTACK,0.9999974966049194,high,executive_summary,medium,mixed_direct_and_inferred,True,True,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00303,evx-portscan-365332,365332,PortScan,ATTACK,0.9999974966049194,high,mitigation_detection,hard,mixed_direct_and_inferred,True,True,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00304,evx-portscan-365332,365332,PortScan,ATTACK,0.9999974966049194,high,multi_turn_analyst_interaction,expert,mixed_direct_and_inferred,True,True,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00305,evx-portscan-365332,365332,PortScan,ATTACK,0.9999974966049194,high,uncertainty_evidence_gap,easy,mixed_direct_and_inferred,True,True,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00311,evx-portscan-368127,368127,PortScan,ATTACK,0.9999951124191284,high,vulnerability_context,hard,mixed_direct_and_inferred,True,True,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00312,evx-portscan-368127,368127,PortScan,ATTACK,0.9999951124191284,high,threat_hunting_followup,expert,mixed_direct_and_inferred,True,True,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00336,evx-portscan-383106,383106,PortScan,ATTACK,0.9999955892562866,high,attack_mapping,expert,mixed_direct_and_inferred,True,True,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00318,evx-portscan-370983,370983,PortScan,ATTACK,0.9999938011169434,high,threat_hunting_followup,medium,mixed_direct_and_inferred,True,True,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00319,evx-portscan-370983,370983,PortScan,ATTACK,0.9999938011169434,high,soc_incident_assessment,hard,mixed_direct_and_inferred,True,True,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00321,evx-portscan-370983,370983,PortScan,ATTACK,0.9999938011169434,high,vulnerability_context,easy,mixed_direct_and_inferred,True,True,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00337,evx-portscan-386272,386272,PortScan,ATTACK,0.9999909400939941,high,executive_summary,easy,mixed_direct_and_inferred,True,True,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00349,evx-portscan-405688,405688,PortScan,ATTACK,0.9960756897926331,high,executive_summary,easy,mixed_direct_and_inferred,True,True,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00351,evx-bot-496358,496358,Bot,ATTACK,0.9942686557769775,high,soc_incident_assessment,hard,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00352,evx-bot-496358,496358,Bot,ATTACK,0.9942686557769775,high,executive_summary,expert,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00353,evx-bot-496358,496358,Bot,ATTACK,0.9942686557769775,high,soc_incident_assessment,easy,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00354,evx-bot-496358,496358,Bot,ATTACK,0.9942686557769775,high,uncertainty_evidence_gap,medium,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00363,evx-bot-525235,525235,Bot,ATTACK,0.9955012202262878,high,attack_mapping,hard,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00364,evx-bot-525235,525235,Bot,ATTACK,0.9955012202262878,high,vulnerability_context,expert,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00357,evx-bot-496358,496358,Bot,ATTACK,0.9942686557769775,high,threat_hunting_followup,easy,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00358,evx-bot-525235,525235,Bot,ATTACK,0.9955012202262878,high,threat_hunting_followup,medium,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00359,evx-bot-525235,525235,Bot,ATTACK,0.9955012202262878,high,uncertainty_evidence_gap,hard,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00360,evx-bot-525235,525235,Bot,ATTACK,0.9955012202262878,high,soc_incident_assessment,expert,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00361,evx-bot-525235,525235,Bot,ATTACK,0.9955012202262878,high,multi_turn_analyst_interaction,easy,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00362,evx-bot-525235,525235,Bot,ATTACK,0.9955012202262878,high,executive_summary,medium,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00365,evx-bot-529606,529606,Bot,ATTACK,0.9977378845214844,high,vulnerability_context,easy,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00418,evx-bot-541359,541359,Bot,ATTACK,0.9981284737586975,high,soc_incident_assessment,medium,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00367,evx-bot-529606,529606,Bot,ATTACK,0.9977378845214844,high,mitigation_detection,hard,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00368,evx-bot-529606,529606,Bot,ATTACK,0.9977378845214844,high,soc_incident_assessment,expert,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00369,evx-bot-529606,529606,Bot,ATTACK,0.9977378845214844,high,attack_mapping,easy,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00370,evx-bot-529606,529606,Bot,ATTACK,0.9977378845214844,high,uncertainty_evidence_gap,medium,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00371,evx-bot-529606,529606,Bot,ATTACK,0.9977378845214844,high,multi_turn_analyst_interaction,hard,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00372,evx-bot-529775,529775,Bot,ATTACK,0.9999727010726929,high,executive_summary,expert,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00373,evx-bot-529775,529775,Bot,ATTACK,0.9999727010726929,high,multi_turn_analyst_interaction,easy,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00378,evx-bot-529775,529775,Bot,ATTACK,0.9999727010726929,high,soc_incident_assessment,medium,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00375,evx-bot-529775,529775,Bot,ATTACK,0.9999727010726929,high,mitigation_detection,hard,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00376,evx-bot-529775,529775,Bot,ATTACK,0.9999727010726929,high,vulnerability_context,expert,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00389,evx-bot-535432,535432,Bot,ATTACK,0.999969482421875,high,threat_hunting_followup,easy,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00459,evx-bot-549246,549246,Bot,ATTACK,0.9999613761901855,high,multi_turn_analyst_interaction,hard,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00381,evx-bot-534402,534402,Bot,ATTACK,0.9999681711196899,high,soc_incident_assessment,easy,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00458,evx-bot-549246,549246,Bot,ATTACK,0.9999613761901855,high,attack_mapping,medium,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00391,evx-bot-535432,535432,Bot,ATTACK,0.999969482421875,high,vulnerability_context,hard,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00460,evx-bot-549246,549246,Bot,ATTACK,0.9999613761901855,high,uncertainty_evidence_gap,expert,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00461,evx-bot-549246,549246,Bot,ATTACK,0.9999613761901855,high,mitigation_detection,easy,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00454,evx-bot-543427,543427,Bot,ATTACK,0.9999741315841675,high,uncertainty_evidence_gap,medium,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00387,evx-bot-535432,535432,Bot,ATTACK,0.999969482421875,high,soc_incident_assessment,hard,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00390,evx-bot-535432,535432,Bot,ATTACK,0.999969482421875,high,multi_turn_analyst_interaction,medium,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00392,evx-bot-535432,535432,Bot,ATTACK,0.999969482421875,high,attack_mapping,expert,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00433,evx-bot-541862,541862,Bot,ATTACK,0.9995726943016052,high,soc_incident_assessment,easy,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00394,evx-bot-535523,535523,Bot,ATTACK,0.9976947903633118,high,threat_hunting_followup,medium,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00395,evx-bot-535523,535523,Bot,ATTACK,0.9976947903633118,high,multi_turn_analyst_interaction,hard,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00396,evx-bot-535523,535523,Bot,ATTACK,0.9976947903633118,high,executive_summary,expert,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00397,evx-bot-535523,535523,Bot,ATTACK,0.9976947903633118,high,mitigation_detection,easy,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00398,evx-bot-535523,535523,Bot,ATTACK,0.9976947903633118,high,attack_mapping,medium,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00399,evx-bot-535523,535523,Bot,ATTACK,0.9976947903633118,high,vulnerability_context,hard,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00456,evx-bot-549246,549246,Bot,ATTACK,0.9999613761901855,high,soc_incident_assessment,expert,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00401,evx-bot-536634,536634,Bot,ATTACK,0.9999719858169556,high,uncertainty_evidence_gap,easy,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00402,evx-bot-536634,536634,Bot,ATTACK,0.9999719858169556,high,vulnerability_context,medium,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00403,evx-bot-536634,536634,Bot,ATTACK,0.9999719858169556,high,threat_hunting_followup,hard,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00447,evx-bot-542797,542797,Bot,ATTACK,0.997268557548523,high,vulnerability_context,hard,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00408,evx-bot-537733,537733,Bot,ATTACK,0.9949111342430115,high,uncertainty_evidence_gap,expert,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00409,evx-bot-537733,537733,Bot,ATTACK,0.9949111342430115,high,executive_summary,easy,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00410,evx-bot-537733,537733,Bot,ATTACK,0.9949111342430115,high,mitigation_detection,medium,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00411,evx-bot-537733,537733,Bot,ATTACK,0.9949111342430115,high,soc_incident_assessment,hard,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00412,evx-bot-537733,537733,Bot,ATTACK,0.9949111342430115,high,multi_turn_analyst_interaction,expert,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00437,evx-bot-542142,542142,Bot,ATTACK,0.9874853491783142,high,attack_mapping,easy,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00415,evx-bot-541359,541359,Bot,ATTACK,0.9981284737586975,high,soc_incident_assessment,hard,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00416,evx-bot-541359,541359,Bot,ATTACK,0.9981284737586975,high,attack_mapping,expert,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00417,evx-bot-541359,541359,Bot,ATTACK,0.9981284737586975,high,threat_hunting_followup,easy,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00419,evx-bot-541359,541359,Bot,ATTACK,0.9981284737586975,high,executive_summary,hard,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00420,evx-bot-541359,541359,Bot,ATTACK,0.9981284737586975,high,mitigation_detection,expert,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00421,evx-bot-541856,541856,Bot,ATTACK,0.954100489616394,high,multi_turn_analyst_interaction,easy,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00422,evx-bot-541856,541856,Bot,ATTACK,0.954100489616394,high,mitigation_detection,medium,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00423,evx-bot-541856,541856,Bot,ATTACK,0.954100489616394,high,soc_incident_assessment,hard,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00424,evx-bot-541856,541856,Bot,ATTACK,0.954100489616394,high,attack_mapping,expert,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00425,evx-bot-541856,541856,Bot,ATTACK,0.954100489616394,high,threat_hunting_followup,easy,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00426,evx-bot-541856,541856,Bot,ATTACK,0.954100489616394,high,executive_summary,medium,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00427,evx-bot-541856,541856,Bot,ATTACK,0.954100489616394,high,vulnerability_context,hard,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00428,evx-bot-541862,541862,Bot,ATTACK,0.9995726943016052,high,multi_turn_analyst_interaction,expert,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00429,evx-bot-541862,541862,Bot,ATTACK,0.9995726943016052,high,attack_mapping,easy,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00430,evx-bot-541862,541862,Bot,ATTACK,0.9995726943016052,high,vulnerability_context,medium,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00431,evx-bot-541862,541862,Bot,ATTACK,0.9995726943016052,high,soc_incident_assessment,hard,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00444,evx-bot-542797,542797,Bot,ATTACK,0.997268557548523,high,executive_summary,expert,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00438,evx-bot-542142,542142,Bot,ATTACK,0.9874853491783142,high,multi_turn_analyst_interaction,medium,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00439,evx-bot-542142,542142,Bot,ATTACK,0.9874853491783142,high,uncertainty_evidence_gap,hard,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00440,evx-bot-542142,542142,Bot,ATTACK,0.9874853491783142,high,threat_hunting_followup,expert,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00441,evx-bot-542142,542142,Bot,ATTACK,0.9874853491783142,high,mitigation_detection,easy,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00442,evx-bot-542797,542797,Bot,ATTACK,0.997268557548523,high,attack_mapping,medium,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00443,evx-bot-542797,542797,Bot,ATTACK,0.997268557548523,high,mitigation_detection,hard,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00445,evx-bot-542797,542797,Bot,ATTACK,0.997268557548523,high,uncertainty_evidence_gap,easy,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00446,evx-bot-542797,542797,Bot,ATTACK,0.997268557548523,high,soc_incident_assessment,medium,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00448,evx-bot-542797,542797,Bot,ATTACK,0.997268557548523,high,soc_incident_assessment,expert,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00450,evx-bot-543427,543427,Bot,ATTACK,0.9999741315841675,high,mitigation_detection,medium,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00451,evx-bot-543427,543427,Bot,ATTACK,0.9999741315841675,high,executive_summary,hard,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00452,evx-bot-543427,543427,Bot,ATTACK,0.9999741315841675,high,threat_hunting_followup,expert,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00462,evx-bot-549246,549246,Bot,ATTACK,0.9999613761901855,high,threat_hunting_followup,medium,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
trustsecai-gold-v1-00467,evx-bot-554513,554513,Bot,ATTACK,0.7834628224372864,medium,soc_incident_assessment,hard,direct,True,False,Friday-WorkingHours-Morning.pcap_ISCX.csv,candidate_unreviewed,,
